timestamp,trip_id,route_id,stop_id,delay_seconds,schedule_relationship,lat,lon
2026-06-30T18:25:46+00:00,74491524,119-20789,1931,,0,51.1256,-113.948
2026-06-30T18:25:46+00:00,74491559,167-20789,3572,,0,50.8761,-114.036
2026-06-30T18:25:46+00:00,74491640,65-20789,7424,,0,51.0706,-114.102
2026-06-30T18:25:46+00:00,74491665,65-20789,6607,,0,51.0933,-114.155
2026-06-30T18:25:46+00:00,74491699,104-20789,8046,,0,51.0571,-114.086
2026-06-30T18:25:46+00:00,74491736,104-20789,4038,,0,51.0719,-114.127
2026-06-30T18:25:46+00:00,74491789,78-20789,2699,,0,50.8756,-114.071
2026-06-30T18:25:46+00:00,74491816,78-20789,2175,,0,50.8704,-114.065
2026-06-30T18:25:46+00:00,74491849,78-20789,6089,,0,50.9024,-114.055
2026-06-30T18:25:46+00:00,74491906,147-20789,5574,,0,51.0179,-114.061
2026-06-30T18:25:46+00:00,74491917,147-20789,9914,,0,50.9943,-113.948
2026-06-30T18:25:46+00:00,74491946,148-20789,5551,,0,50.994,-114.059
2026-06-30T18:25:46+00:00,74491982,148-20789,2818,,0,50.9942,-113.951
2026-06-30T18:25:46+00:00,74492029,149-20789,9964,,0,50.9883,-114.053
2026-06-30T18:25:46+00:00,74492048,149-20789,7726,,0,50.9886,-114.05
2026-06-30T18:25:46+00:00,74492068,149-20789,2806,,0,50.9623,-113.928
2026-06-30T18:25:46+00:00,74492115,80-20789,9537,,0,51.1252,-113.932
2026-06-30T18:25:46+00:00,74492147,137-20789,2897,,0,51.1579,-114.07
2026-06-30T18:25:46+00:00,74492457,301-20789,6660,,0,51.0876,-114.063
2026-06-30T18:25:46+00:00,74492460,301-20789,8445,,0,51.137,-114.071
2026-06-30T18:25:46+00:00,74492464,301-20789,4564,,0,51.0484,-114.067
2026-06-30T18:25:46+00:00,74492469,301-20789,4591,,0,51.1433,-114.068
2026-06-30T18:25:46+00:00,74492480,301-20789,3398,,0,51.0775,-114.063
2026-06-30T18:25:46+00:00,74492485,301-20789,5153,,0,51.0958,-114.062
2026-06-30T18:25:46+00:00,74492496,3-20789,5382,,0,51.1339,-114.09
2026-06-30T18:25:46+00:00,74492497,3-20789,5160,,0,51.1343,-114.089
2026-06-30T18:25:46+00:00,74492498,3-20789,7536,,0,51.1167,-114.068
2026-06-30T18:25:46+00:00,74492499,3-20789,5084,,0,51.0484,-114.067
2026-06-30T18:25:46+00:00,74492500,3-20789,7306,,0,51.0349,-114.071
2026-06-30T18:25:46+00:00,74492501,3-20789,5211,,0,50.9799,-114.083
